,ID,mean
0,1,77.96031388943827
1,2,95.28304596046122
2,3,77.96031388943827
3,4,77.96031388943827
4,5,109.44848137969299
5,8,95.28304596046122
6,10,109.44848137969299
7,11,95.28304596046122
8,12,109.44848137969299
9,14,95.28304596046122
10,15,109.44848137969299
11,16,109.44848137969299
12,17,95.28304596046122
13,19,95.28304596046122
14,20,109.44848137969299
15,21,95.28304596046122
16,22,109.44848137969299
17,23,95.28304596046122
18,26,95.28304596046122
19,28,95.28304596046122
20,29,95.28304596046122
21,33,95.28304596046122
22,35,95.28304596046122
23,41,95.28304596046122
24,42,95.28304596046122
25,43,109.44848137969299
26,45,109.44848137969299
27,46,109.44848137969299
28,51,95.28304596046122
29,53,77.96031388943827
30,55,109.44848137969299
31,56,95.28304596046122
32,57,109.44848137969299
33,58,95.28304596046122
34,59,109.44848137969299
35,63,109.44848137969299
36,64,95.28304596046122
37,65,109.44848137969299
38,69,95.28304596046122
39,71,95.28304596046122
40,72,109.44848137969299
41,73,95.28304596046122
42,76,109.44848137969299
43,77,109.44848137969299
44,78,109.44848137969299
45,82,95.28304596046122
46,83,109.44848137969299
47,84,95.28304596046122
48,85,109.44848137969299
49,87,109.44848137969299
50,88,95.28304596046122
51,89,109.44848137969299
52,91,95.28304596046122
53,93,95.28304596046122
54,94,109.44848137969299
55,95,95.28304596046122
56,96,109.44848137969299
57,97,95.28304596046122
58,98,109.44848137969299
59,99,95.28304596046122
60,101,109.44848137969299
61,103,109.44848137969299
62,104,95.28304596046122
63,105,109.44848137969299
64,110,95.28304596046122
65,111,109.44848137969299
66,113,109.44848137969299
67,114,95.28304596046122
68,115,95.28304596046122
69,117,109.44848137969299
70,120,95.28304596046122
71,121,109.44848137969299
72,122,95.28304596046122
73,123,109.44848137969299
74,126,109.44848137969299
75,132,109.44848137969299
76,135,109.44848137969299
77,137,109.44848137969299
78,138,95.28304596046122
79,140,95.28304596046122
80,142,95.28304596046122
81,144,109.44848137969299
82,148,95.28304596046122
83,149,109.44848137969299
84,155,95.28304596046122
85,156,109.44848137969299
86,157,95.28304596046122
87,162,109.44848137969299
88,163,95.28304596046122
89,167,95.28304596046122
90,172,109.44848137969299
91,179,109.44848137969299
92,180,95.28304596046122
93,181,109.44848137969299
94,182,95.28304596046122
95,183,109.44848137969299
96,185,109.44848137969299
97,187,109.44848137969299
98,188,95.28304596046122
99,189,95.28304596046122
100,191,95.28304596046122
101,192,95.28304596046122
102,193,95.28304596046122
103,194,109.44848137969299
104,195,95.28304596046122
105,196,109.44848137969299
106,198,95.28304596046122
107,199,109.44848137969299
108,201,109.44848137969299
109,204,95.28304596046122
110,205,109.44848137969299
111,206,95.28304596046122
112,210,95.28304596046122
113,211,109.44848137969299
114,216,109.44848137969299
115,219,109.44848137969299
116,220,95.28304596046122
117,221,109.44848137969299
118,226,109.44848137969299
119,227,95.28304596046122
120,228,109.44848137969299
121,230,109.44848137969299
122,231,95.28304596046122
123,235,109.44848137969299
124,236,95.28304596046122
125,238,109.44848137969299
126,242,109.44848137969299
127,243,95.28304596046122
128,244,77.96031388943827
129,245,110.80456785082511
130,247,109.44848137969299
131,248,95.28304596046122
132,249,95.28304596046122
133,250,109.44848137969299
134,251,95.28304596046122
135,253,109.44848137969299
136,254,95.28304596046122
137,256,95.28304596046122
138,257,95.28304596046122
139,258,109.44848137969299
140,259,95.28304596046122
141,262,77.96031388943827
142,266,95.28304596046122
143,267,109.44848137969299
144,272,109.44848137969299
145,273,109.44848137969299
146,275,95.28304596046122
147,276,109.44848137969299
148,279,95.28304596046122
149,280,109.44848137969299
150,283,95.28304596046122
151,285,109.44848137969299
152,288,109.44848137969299
153,289,95.28304596046122
154,290,109.44848137969299
155,291,95.28304596046122
156,292,109.44848137969299
157,293,109.44848137969299
158,296,95.28304596046122
159,297,109.44848137969299
160,298,109.44848137969299
161,299,95.28304596046122
162,304,95.28304596046122
163,305,77.96031388943827
164,306,95.28304596046122
165,307,109.44848137969299
166,311,109.44848137969299
167,313,109.44848137969299
168,314,95.28304596046122
169,316,95.28304596046122
170,324,95.28304596046122
171,327,95.28304596046122
172,329,95.28304596046122
173,330,109.44848137969299
174,337,109.44848137969299
175,338,95.28304596046122
176,339,109.44848137969299
177,340,95.28304596046122
178,343,95.28304596046122
179,345,109.44848137969299
180,346,95.28304596046122
181,347,109.44848137969299
182,349,95.28304596046122
183,350,95.28304596046122
184,352,109.44848137969299
185,353,95.28304596046122
186,354,77.96031388943827
187,357,95.28304596046122
188,358,109.44848137969299
189,362,109.44848137969299
190,364,95.28304596046122
191,365,109.44848137969299
192,366,95.28304596046122
193,367,109.44848137969299
194,368,95.28304596046122
195,370,77.96031388943827
196,373,95.28304596046122
197,377,95.28304596046122
198,378,109.44848137969299
199,382,109.44848137969299
200,384,109.44848137969299
201,390,95.28304596046122
202,392,109.44848137969299
203,393,109.44848137969299
204,395,95.28304596046122
205,396,109.44848137969299
206,399,77.96031388943827
207,406,109.44848137969299
208,408,109.44848137969299
209,409,95.28304596046122
210,410,77.96031388943827
211,412,109.44848137969299
212,413,95.28304596046122
213,419,95.28304596046122
214,420,109.44848137969299
215,421,95.28304596046122
216,430,95.28304596046122
217,434,95.28304596046122
218,436,95.28304596046122
219,437,95.28304596046122
220,438,95.28304596046122
221,439,109.44848137969299
222,440,95.28304596046122
223,443,109.44848137969299
224,446,95.28304596046122
225,448,95.28304596046122
226,452,95.28304596046122
227,453,109.44848137969299
228,457,109.44848137969299
229,458,95.28304596046122
230,459,95.28304596046122
231,460,109.44848137969299
232,462,109.44848137969299
233,464,109.44848137969299
234,465,109.44848137969299
235,467,109.44848137969299
236,471,109.44848137969299
237,472,77.96031388943827
238,473,95.28304596046122
239,475,95.28304596046122
240,480,95.28304596046122
241,488,109.44848137969299
242,490,109.44848137969299
243,491,109.44848137969299
244,492,77.96031388943827
245,493,95.28304596046122
246,497,95.28304596046122
247,498,109.44848137969299
248,499,95.28304596046122
249,500,109.44848137969299
250,501,95.28304596046122
251,502,109.44848137969299
252,506,77.96031388943827
253,510,109.44848137969299
254,511,95.28304596046122
255,512,95.28304596046122
