ID,y
1,89.60184965689076
2,95.05992486302398
3,89.60184965689076
4,89.60184965689076
5,108.32636064586947
8,95.05992486302398
10,108.32636064586947
11,95.05992486302398
12,108.32636064586947
14,95.05992486302398
15,108.32636064586947
16,108.32636064586947
17,95.05992486302398
19,95.05992486302398
20,108.32636064586947
21,95.05992486302398
22,108.32636064586947
23,95.05992486302398
26,95.05992486302398
28,95.05992486302398
29,95.05992486302398
33,95.05992486302398
35,95.05992486302398
41,95.05992486302398
42,95.05992486302398
43,108.32636064586947
45,108.32636064586947
46,108.32636064586947
51,95.05992486302398
53,89.60184965689076
55,108.32636064586947
56,95.05992486302398
57,108.32636064586947
58,95.05992486302398
59,108.32636064586947
63,108.32636064586947
64,95.05992486302398
65,108.32636064586947
69,95.05992486302398
71,95.05992486302398
72,108.32636064586947
73,95.05992486302398
76,108.32636064586947
77,108.32636064586947
78,108.32636064586947
82,95.05992486302398
83,108.32636064586947
84,95.05992486302398
85,108.32636064586947
87,108.32636064586947
88,95.05992486302398
89,108.32636064586947
91,95.05992486302398
93,95.05992486302398
94,108.32636064586947
95,95.05992486302398
96,108.32636064586947
97,95.05992486302398
98,108.32636064586947
99,95.05992486302398
101,108.32636064586947
103,108.32636064586947
104,95.05992486302398
105,108.32636064586947
110,95.05992486302398
111,108.32636064586947
113,108.32636064586947
114,95.05992486302398
115,97.60410631117976
117,108.32636064586947
120,95.05992486302398
121,108.32636064586947
122,95.05992486302398
123,108.32636064586947
126,108.32636064586947
132,108.32636064586947
135,108.32636064586947
137,108.32636064586947
138,95.05992486302398
140,95.05992486302398
142,97.60410631117976
144,108.32636064586947
148,95.05992486302398
149,108.32636064586947
155,95.05992486302398
156,108.32636064586947
157,95.05992486302398
162,108.32636064586947
163,95.05992486302398
167,95.05992486302398
172,108.32636064586947
179,108.32636064586947
180,95.05992486302398
181,108.32636064586947
182,95.05992486302398
183,108.32636064586947
185,108.32636064586947
187,108.32636064586947
188,95.05992486302398
189,95.05992486302398
191,95.05992486302398
192,97.60410631117976
193,95.05992486302398
194,108.32636064586947
195,95.05992486302398
196,108.32636064586947
198,95.05992486302398
199,108.32636064586947
201,108.32636064586947
204,95.05992486302398
205,108.32636064586947
206,95.05992486302398
210,95.05992486302398
211,108.32636064586947
216,108.32636064586947
219,108.32636064586947
220,95.05992486302398
221,108.32636064586947
226,108.32636064586947
227,95.05992486302398
228,108.32636064586947
230,108.32636064586947
231,95.05992486302398
235,108.32636064586947
236,95.05992486302398
238,108.32636064586947
242,108.32636064586947
243,95.05992486302398
244,89.60184965689076
245,108.32636064586947
247,108.32636064586947
248,95.05992486302398
249,95.05992486302398
250,108.32636064586947
251,95.05992486302398
253,108.32636064586947
254,95.05992486302398
256,95.05992486302398
257,95.05992486302398
258,108.32636064586947
259,95.05992486302398
262,89.60184965689076
266,95.05992486302398
267,108.32636064586947
272,108.32636064586947
273,108.32636064586947
275,95.05992486302398
276,108.32636064586947
279,95.05992486302398
280,108.32636064586947
283,95.05992486302398
285,108.32636064586947
288,108.32636064586947
289,95.05992486302398
290,108.32636064586947
291,95.05992486302398
292,108.32636064586947
293,108.32636064586947
296,95.05992486302398
297,108.32636064586947
298,108.32636064586947
299,95.05992486302398
304,95.05992486302398
305,94.19676715191505
306,95.05992486302398
307,108.32636064586947
311,108.32636064586947
313,108.32636064586947
314,95.05992486302398
316,95.05992486302398
324,95.05992486302398
327,95.05992486302398
329,95.05992486302398
330,108.32636064586947
337,108.32636064586947
338,95.05992486302398
339,108.32636064586947
340,95.05992486302398
343,95.05992486302398
345,108.32636064586947
346,95.05992486302398
347,108.32636064586947
349,97.60410631117976
350,95.05992486302398
352,108.32636064586947
353,95.05992486302398
354,89.60184965689076
357,95.05992486302398
358,108.32636064586947
362,108.32636064586947
364,97.60410631117976
365,108.32636064586947
366,95.05992486302398
367,108.32636064586947
368,95.05992486302398
370,89.60184965689076
373,95.05992486302398
377,95.05992486302398
378,108.32636064586947
382,108.32636064586947
384,108.32636064586947
390,95.05992486302398
392,108.32636064586947
393,108.32636064586947
395,95.05992486302398
396,108.32636064586947
399,89.60184965689076
406,108.32636064586947
408,108.32636064586947
409,95.05992486302398
410,89.60184965689076
412,108.32636064586947
413,95.05992486302398
419,95.05992486302398
420,108.32636064586947
421,95.05992486302398
430,95.05992486302398
434,95.05992486302398
436,95.05992486302398
437,95.05992486302398
438,95.05992486302398
439,108.32636064586947
440,95.05992486302398
443,108.32636064586947
446,95.05992486302398
448,95.05992486302398
452,95.05992486302398
453,108.32636064586947
457,108.32636064586947
458,95.05992486302398
459,97.60410631117976
460,108.32636064586947
462,108.32636064586947
464,108.32636064586947
465,108.32636064586947
467,108.32636064586947
471,108.32636064586947
472,89.60184965689076
473,95.05992486302398
475,95.05992486302398
480,95.05992486302398
488,108.32636064586947
490,108.32636064586947
491,108.32636064586947
492,89.60184965689076
493,95.05992486302398
497,95.05992486302398
498,108.32636064586947
499,95.05992486302398
500,108.32636064586947
501,95.05992486302398
502,108.32636064586947
506,89.60184965689076
510,108.32636064586947
511,95.05992486302398
512,95.05992486302398
516,95.05992486302398
518,95.05992486302398
519,108.32636064586947
521,95.05992486302398
522,108.32636064586947
526,108.32636064586947
529,95.05992486302398
532,108.32636064586947
533,95.05992486302398
536,108.32636064586947
537,95.05992486302398
539,95.05992486302398
540,108.32636064586947
541,95.05992486302398
543,95.05992486302398
546,108.32636064586947
547,95.05992486302398
548,89.60184965689076
551,95.05992486302398
552,108.32636064586947
556,108.32636064586947
557,95.05992486302398
558,108.32636064586947
559,95.05992486302398
560,108.32636064586947
562,108.32636064586947
566,95.05992486302398
570,108.32636064586947
571,95.05992486302398
572,108.32636064586947
573,95.05992486302398
575,108.32636064586947
576,108.32636064586947
577,95.05992486302398
579,95.05992486302398
580,108.32636064586947
581,108.32636064586947
589,108.32636064586947
591,108.32636064586947
593,95.05992486302398
594,108.32636064586947
595,95.05992486302398
598,95.05992486302398
602,108.32636064586947
604,108.32636064586947
606,97.60410631117976
608,95.05992486302398
609,108.32636064586947
610,95.05992486302398
616,108.32636064586947
617,95.05992486302398
618,108.32636064586947
620,108.32636064586947
622,108.32636064586947
623,95.05992486302398
624,97.60410631117976
626,108.32636064586947
628,108.32636064586947
629,95.05992486302398
630,108.32636064586947
637,95.05992486302398
638,108.32636064586947
643,95.05992486302398
645,95.05992486302398
646,108.32636064586947
648,95.05992486302398
652,95.05992486302398
653,95.05992486302398
654,108.32636064586947
