ID,y
1,-24335069945047.2
2,-53473360891690.17
3,-61783590182292.9
4,126797903398.5875
5,110.55
8,90.48125
10,112.0375
11,93.1625
12,117.00625
14,91.025
15,117.00625
16,106.95625
17,-136779456109.18124
19,96.29375
20,106.4
21,-136779456110.99374
22,118.55625
23,-136779456109.18124
26,93.675
28,2090790678026.4624
29,-136779456109.18124
33,-136779456109.18124
35,95.0875
41,-136779456109.18124
42,92.98125
43,118.88125
45,105.60625
46,103.61875
51,93.78125
53,91.08125
55,111.63125
56,94.5
57,107.73125
58,93.7
59,104.925
63,109.78125
64,97.96875
65,105.9625
69,93.2
71,97.34375
72,104.75625
73,93.29375
76,104.5375
77,112.84375
78,116.31875
82,95.15625
83,105.9625
84,95.4125
85,102.2625
87,110.525
88,-136779456109.18124
89,111.24375
91,93.91875
93,91.4
94,108.225
95,94.625
96,111.98125
97,91.70625
98,109.4
99,93.6125
101,104.5375
103,111.24375
104,91.1125
105,108.875
110,95.5375
111,111.1125
113,111.525
114,92.5375
115,112.55625
117,111.24375
120,90.30625
121,113.6
122,91.04375
123,111.0625
126,114.34375
132,111.86875
135,101.91875
137,108.9
138,96.45625
140,94.5
142,107.00625
144,112.85625
148,88.78125
149,111.94375
155,94.4625
156,111.70625
157,91.70625
162,112.01875
163,492360495171.0062
167,90.06875
172,118.88125
179,110.9625
180,91.7625
181,111.26875
182,95.48125
183,111.24375
185,111.24375
187,111.40625
188,95.15625
189,95.0
191,91.525
192,115.55
193,95.88125
194,112.78125
195,90.04375
196,111.75
198,99.75625
199,113.36875
201,105.7875
204,97.1875
205,106.95625
206,92.8
210,94.75
211,104.5375
216,112.3625
219,117.00625
220,95.6375
221,111.26875
226,111.26875
227,91.6875
228,111.71875
230,110.54375
231,91.70625
235,118.55625
236,93.09375
238,110.44375
242,107.38125
243,93.91875
244,80.21875
245,109.025
247,110.65625
248,91.25625
249,92.34375
250,112.73125
251,93.09375
253,118.55625
254,93.475
256,95.79375
257,91.59375
258,112.41875
259,93.6125
262,82.98125
266,93.9125
267,110.7125
272,103.06875
273,111.24375
275,93.9625
276,119.18125
279,95.34375
280,105.9625
283,91.45625
285,111.71875
288,111.24375
289,95.5375
290,105.7875
291,95.31875
292,109.275
293,107.1375
296,94.86875
297,111.2625
298,116.31875
299,95.15625
304,91.48125
305,-227363844828890.06
306,95.03125
307,111.26875
311,118.8875
313,111.26875
314,91.8375
316,-11971404889581.52
324,93.25
327,92.925
329,92.06875
330,112.78125
337,104.96875
338,95.675
339,2717231650173.6875
340,97.5125
343,90.275
345,117.00625
346,90.875
347,110.9875
349,113.03125
350,88.1125
352,116.00625
353,90.36875
354,77.68125
357,94.225
358,109.4625
362,112.29375
364,119.48125
365,105.94375
366,-15525168847971.318
367,111.39375
368,96.53125
370,80.7625
373,92.43125
377,90.9875
378,108.94375
382,104.5375
384,111.71875
390,95.1
392,112.1
393,43765863346045.29
395,97.2375
396,105.6125
399,3229123707812.05
406,111.26875
408,111.26875
409,90.0625
410,77.725
412,110.54375
413,91.0625
419,94.20625
420,109.425
421,90.48125
430,6187675340062.807
434,94.38125
436,95.99375
437,94.5
438,90.6
439,111.28125
440,93.54375
443,111.95
446,95.88125
448,94.3625
452,95.31875
453,108.50625
457,105.4375
458,94.58125
459,116.1875
460,103.30625
462,107.70625
464,102.8625
465,117.00625
467,116.08125
471,110.7625
472,79.43125
473,101.43125
475,97.08125
480,95.8625
488,107.275
490,111.26875
491,101.54375
492,78.25
493,94.35
497,89.0875
498,111.98125
499,94.4875
500,103.76875
501,94.58125
502,108.9375
506,-11971404889580.443
510,105.3875
511,90.15
512,92.06875
516,89.50625
518,93.64375
519,110.725
521,89.25625
522,110.64375
526,111.84375
529,6187675340054.831
532,110.9875
533,95.25625
536,112.2875
537,97.25625
539,94.99375
540,104.5375
541,97.19375
543,95.0
546,111.8875
547,93.55625
548,89.4
551,92.21875
552,103.54375
556,111.33125
557,96.55
558,111.39375
559,96.06875
560,107.51875
562,106.95625
566,96.4625
570,111.98125
571,94.5
572,105.9625
573,95.15625
575,117.00625
576,107.91875
577,90.40625
579,89.5
580,111.84375
581,111.86875
589,111.26875
591,104.25625
593,95.34375
594,109.98125
595,95.58125
598,92.21875
602,111.4375
604,113.30625
606,111.4125
608,-15525168847973.145
609,104.5375
610,93.78125
616,108.2625
617,96.0
618,105.90625
620,106.375
622,112.9375
623,91.225
624,-130064087981259.83
626,110.1125
628,111.80625
629,93.69375
630,110.54375
637,97.7375
638,105.66875
643,98.86875
645,95.8625
646,117.99375
648,98.49375
652,96.4625
653,94.5
654,111.98125
656,112.825
657,91.4875
659,98.6875
660,107.33125
663,91.80625
664,111.45625
666,106.68125
668,109.58125
669,91.35
671,96.95
675,91.54375
677,93.09375
678,109.025
679,106.41875
682,97.5125
685,106.8625
687,96.63125
688,91.2375
693,111.3125
696,92.925
698,92.975
701,99.0625
704,107.75625
705,116.8625
709,114.4625
710,95.90625
711,109.25625
712,94.8875
714,108.24375
715,92.28125
716,111.26875
717,95.94375
720,117.00625
721,91.525
724,105.7625
725,96.45625
726,110.40625
728,111.3625
731,90.6125
734,107.1125
738,95.64375
745,110.175
746,92.06875
751,79.10625
754,90.6875
756,91.58125
758,6187675340054.3125
759,110.2125
761,118.55625
766,95.275
767,111.8
768,91.225
769,112.65625
770,95.84375
771,78.25
772,103.96875
773,92.21875
774,111.98125
776,111.71875
777,93.2625
780,118.88125
782,104.5375
787,105.16875
788,94.99375
792,91.225
793,111.41875
798,94.075
800,89.60625
806,111.26875
809,111.925
811,112.6
812,91.23125
814,117.00625
816,104.9375
817,96.25625
818,116.96875
820,110.08125
823,94.58125
829,89.6625
830,111.0625
831,89.29375
834,110.9875
839,95.34375
841,76.01875
844,103.95625
845,93.78125
848,91.48125
850,94.16875
851,103.30625
852,97.00625
854,93.33125
855,96.1
856,107.34375
859,101.9
861,111.98125
864,94.7125
865,111.98125
866,91.45625
867,89.725
869,94.96875
871,87.575
872,111.26875
882,106.35625
883,94.38125
885,96.29375
888,92.925
893,110.3
901,109.025
903,101.54375
904,93.325
905,103.68125
910,95.8625
911,106.2
914,112.2875
918,115.99375
921,91.0625
928,96.7375
929,104.125
932,92.19375
933,111.6
934,95.8625
